都道府県コード又は市町村コード,No,都道府県名,市区町村名,事業所名,事業所名カナ,サービスの種類,住所,方書（ビル名等）,緯度,経度,電話番号,FAX番号,法人番号,法人の名称,事業所番号,利用可能曜日,利用可能曜日特記事項,定員,URL,高齢者の方と障害者の方が同時一体的に利用できるサービス,介護保険の通常の指定基準を満たしている,障害福祉の通常の指定基準を満たしている,備考
052019,0570124990,秋田県,秋田市,特定施設入居者生活介護スマートホーム,トクテイシセツニュウキョシャセイカツカイゴスマートホーム,特定施設入居者生活介護（有料老人ホーム（サービス付き高齢者向け住宅））,秋田県秋田市手形新栄町4番1号,,39.721411600000000,140.130033899999940,018-874-8843,018-874-8534,1410003002686,株式会社仁成堂総合ケアセンター,0570124990,,,0,http://www.smarthome-akita.com,,,,
052019,0570124263,秋田県,秋田市,サービス付き高齢者向け住宅しおさい,サービスツキコウレイシャムケジュウタクシオサイ,特定施設入居者生活介護（有料老人ホーム（サービス付き高齢者向け住宅））,秋田県秋田市土崎港中央４丁目６－３３,,39.753477788384600,140.075958322753850,018-853-1037,018-853-1038,9410005000508,医療法人　運忠会,0570124263,,,39,http://www.tsuchizakihp.or.jp/shiosai/index.html,,,,
052019,0570115865,秋田県,秋田市,仁井田福祉センター,ニイダフクシセンター,特定施設入居者生活介護（有料老人ホーム（サービス付き高齢者向け住宅））,秋田県秋田市仁井田字切上240番地1,,39.683468900000000,140.128816199999960,018-829-5893,018-829-3117,2410001003644,エーピー福祉株式会社,0570115865,,,34,http://www.apwell.co.jp/,,,,
052027,0570225227,秋田県,能代市,JAあきた白神特定施設サービス付き高齢者向け住宅白神憩の郷,ジェイエイアキタシラカミトクテイシセツサービスツキコウレイシャムケジュウタクシラカミイコイノサト,特定施設入居者生活介護（有料老人ホーム（サービス付き高齢者向け住宅））,秋田県能代市向能代字トトメキ106-89,,40.227765478157700,140.043929523055800,0185-88-8136,0185-88-8137,4410005003688,あきた白神農業協同組合,0570225227,,,0,http://akita-shirakami.jp,,,,
052060,0570625459,秋田県,男鹿市,サービス付き高齢者向け住宅　温ったまる,サービスツキコウレイシャムケジュウタク　アッタマル,特定施設入居者生活介護（有料老人ホーム（サービス付き高齢者向け住宅））,秋田県男鹿市北浦湯本字中里21番地19サービス付き高齢者向け住宅　温ったまる,サービス付き高齢者向け住宅　温ったまる,39.975880599854930,139.745422299370940,0185-33-2007,0185-33-2620,9410002006417,有限会社　北浦薬局,0570625459,,,,https://attamaru-akita.com/,,,,
052060,0570626481,秋田県,男鹿市,サービス付き高齢者向け住宅　湯ったり,サービスツキコウレイシャムケジュウタク　ユッタリ,特定施設入居者生活介護（有料老人ホーム（サービス付き高齢者向け住宅））,秋田県男鹿市北浦湯本字中里21番地19サービス付き高齢者向け住宅　湯ったり,サービス付き高齢者向け住宅　湯ったり,39.976091200000000,139.745395800000000,0185-33-2007,0185-33-2620,9410002006417,有限会社　北浦薬局,0570626481,,,,,,,,
052078,0570700054,秋田県,湯沢市,株式会社横堀温泉　紫雲閣,カブシキカイシャヨコボリオンセンシウンカク,特定施設入居者生活介護（有料老人ホーム（サービス付き高齢者向け住宅））,秋田県湯沢市横堀字小正寺１６－１紫雲閣,紫雲閣,39.061666900000000,140.454660099999950,0183-52-4334,0183-52-4166,9410001005709,株式会社横堀温泉紫雲閣,0570700054,,,35,,,,,
052078,0570700021,秋田県,湯沢市,介護付有料老人ホームさらさ湯沢,カイゴツキユウリョウロウジンホームサラサユザワ,特定施設入居者生活介護（有料老人ホーム（サービス付き高齢者向け住宅））,秋田県湯沢市田町二丁目２番３８号,,39.159904399999990,140.490188499999930,0183-72-0875,0183-72-0876,8410001011823,株式会社JAWA秋田,0570700021,,,0,https://jawa-akita.com,,,,
052108,0570525844,秋田県,由利本荘市,さらさ由利本荘,サラサユリホンジョウ,特定施設入居者生活介護（有料老人ホーム（サービス付き高齢者向け住宅））,秋田県由利本荘市谷地町110,,39.387970107358890,140.054596452114880,0184-74-3082,0184-74-3083,8410001011823,株式会社JAWA秋田,0570525844,,,0,https://jawa-akita.com/,,,,
052124,0570825836,秋田県,大仙市,さらさ大曲,サラサオオマガリ,特定施設入居者生活介護（有料老人ホーム（サービス付き高齢者向け住宅））,秋田県大仙市大曲通町12番36号さらさ大曲,さらさ大曲,39.466164700000000,140.477852999999980,0187-66-1016,0187-62-5056,8410001011823,株式会社JAWA秋田,0570825836,,,0,https://jawa-akita.com,,,,
053481,0572225662,秋田県,三種町,特定施設　やまぼうし,トクテイシセツ　ヤマボウシ,特定施設入居者生活介護（有料老人ホーム（サービス付き高齢者向け住宅））,秋田県山本郡三種町浜田字上浜田1番地1特定施設　やまぼうし,特定施設　やまぼうし,40.103117600000000,139.998306599999980,0185-72-1133,0185-85-4700,1190005011989,医療法人徳新会,0572225662,,,0,https://dragon.tokushukai.or.jp/,,,,
062014,0670105030,山形県,山形市,サービス付き高齢者向け住宅清永の里,サービスツキコウレイシャムケジュウタクセイエイノサト,特定施設入居者生活介護（有料老人ホーム（サービス付き高齢者向け住宅））,山形県山形市嶋北四丁目4ｰ13,,38.289229800000000,140.317594900000000,023－676-8459,023ｰ681ｰ2155,7390005002129,医療法人社団清永会,0670105030,,,0,http://www.seieig.or.jp/,,,,
062014,0670103043,山形県,山形市,サービス付き高齢者向け住宅　グランドホームはたごまち,サービスツキコウレイシャムケジュウタク　グランドホームハタゴマチ,特定施設入居者生活介護（有料老人ホーム（サービス付き高齢者向け住宅））,山形市旅篭町一丁目７番２３号,,38.255091600000000,140.334724300000060,023-679-5172,023-642-8103,3390005000581,社会医療法人松柏会,0670103043,,,0,http://www.shiseido-hp.jp/index.html,,,,
062057,0671100675,山形県,新庄市,サービス付高齢者向け住宅　日和,サービスツキコウレイシャムケジュウタク　ヒヨリ,特定施設入居者生活介護（有料老人ホーム（サービス付き高齢者向け住宅））,山形県新庄市本町4番33号こらっせ新庄3Ｆ,こらっせ新庄3Ｆ,38.767023400000000,140.300905599999960,0233-32-0330,0233-23-6399,8390002011461,株式会社アドバンス＆ウェルビーイング,0671100675,,,40,hiyori@grape.plala.or.jp,,,,
072036,0770306058,福島県,郡山市,サービス付き高齢者向け住宅　逢座,サービスツキコウレイシャムケジュウタク　アウザ,特定施設入居者生活介護（有料老人ホーム（サービス付き高齢者向け住宅））,福島県郡山市大町一丁目１３番地１４号,,37.401523145288460,140.386325350926230,024-953-8977,024-953-8978,4380005000037,社会福祉法人　清樹会,0770306058,,,,https://seijukai.org/,,,,
072036,0770304111,福島県,郡山市,南開成ケアコミュニティそよ風,ミナミカイセイケアコミュニティソヨカゼ,特定施設入居者生活介護（有料老人ホーム（サービス付き高齢者向け住宅））,福島県郡山市桑野清水台48-8,,37.386017900000000,140.355874200000000,024-927-5230,024-927-5236,3010401095635,株式会社ＳＯＹＯＫＡＺＥ,0770304111,,,54,https://corp.sykz.co.jp/,,,,
072044,0770407864,福島県,いわき市,サービス付き高齢者向け住宅Well,サービスツキコウレイシャムケジュウタクウェル,特定施設入居者生活介護（有料老人ホーム（サービス付き高齢者向け住宅））,福島県いわき市小名浜金成字若宮50-1サービス付き高齢者向け住宅Well,サービス付き高齢者向け住宅Well,36.988139300000000,140.895984900000030,0246-58-1110,0246-58-3344,7380005005776,医療法人社団ときわ会,0770407864,,,0,http://www.tokiwa.or.jp,,,,
074080,0772500625,福島県,猪苗代町,介護付有料老人ホーム　ケアテル吾妻苑,カイゴツキユウリョウロウジンホーム　ケアテルアズマエン,特定施設入居者生活介護（有料老人ホーム（サービス付き高齢者向け住宅））,福島県耶麻郡猪苗代町大字蚕養字山根乙535番地の12,,37.601142900000000,140.138545400000000,0242-64-2588,0242-64-2589,5380005008632,医療法人ケアテル,0772500625,,,,https://caretel-azumaen.jp/,,,,
082082,0870801024,茨城県,龍ヶ崎市,サービス付き高齢者向け住宅　縁,サービスツキコウレイシャムケジュウタク　ユカリ,特定施設入居者生活介護（有料老人ホーム（サービス付き高齢者向け住宅））,茨城県龍ケ崎市藤ケ丘4-4-3,,35.939413401654920,140.193907582285850,0297-61-1660,0297-64-2330,3050001012581,株式会社モデンナ・ケアサービス,0870801024,,,0,https://goen-yukari.jimdofree.com/,,,,
082082,0870801388,茨城県,龍ヶ崎市,ご隠居長屋和楽久　龍ケ崎,ゴインキョナガヤワラクキュウ　リュウガサキ,特定施設入居者生活介護（有料老人ホーム（サービス付き高齢者向け住宅））,茨城県龍ケ崎市川原代町1283-1ご隠居長屋和楽久　龍ケ崎,ご隠居長屋和楽久　龍ケ崎,35.921042000000000,140.143956000000000,0297-79-5875,0297-79-5879,3040001021427,株式会社ハンドレッド,0870801388,,,22,,,,,
082228,0872200803,茨城県,鹿嶋市,帆の鹿特定施設入居者生活介護事業所,ホノカトクテイシセツニュウキョシャセイカツカイゴジギョウショ,特定施設入居者生活介護（有料老人ホーム（サービス付き高齢者向け住宅））,茨城県鹿嶋市宮中350-1,,35.962475700000000,140.638044100000000,0299-77-8100,0299-77-8286,2050005006432,社会福祉法人親和会,0872200803,,,12,www.sinwakai.or.jp,,,,
082228,0872200886,茨城県,鹿嶋市,鹿島灘ヴィルソレイユ二番館,カシマナダゔィルソレイユニバンカン,特定施設入居者生活介護（有料老人ホーム（サービス付き高齢者向け住宅））,茨城県鹿嶋市角折1285-3,,36.038126200000000,140.626758200000000,0299-69-0727,0299-69-8112,5050005011256,医療法人雄仁会,0872200886,,,0,https://www.yujin.or.jp,,,,
082279,0872700638,茨城県,筑西市,サービス付高齢者向け住宅特定施設入居者生活介護プレヴェール,サービスツキコウレイシャムケジュウタクトクテイシセツニュウキョシャセイカツカイゴプレヴェール,特定施設入居者生活介護（有料老人ホーム（サービス付き高齢者向け住宅））,市野辺132-1プレヴェール,プレヴェール,36.313051900000000,139.986528400000000,0296-25-5145,0296-25-5146,9050001031601,濱野精麦株式会社,0872700638,,,0,https://hamano-care.com/,,,,
082279,0872700927,茨城県,筑西市,介護付き高齢者向け住宅えみあす二木成,カイゴツキコウレイシャムケジュウタクエミアスニキナリ,特定施設入居者生活介護（有料老人ホーム（サービス付き高齢者向け住宅））,二木成827,,36.296911700000000,139.973749499999940,0296－25－5851,0296－25－5861,5050001034962,株式会社セキショウライフサポート,0872700927,,,34,https://www.sekisho-ls.co.jp/,,,,
082279,0872700851,茨城県,筑西市,サービス付き高齢者向け住宅愉庵,サービスツキコウレイシャムケジュウタクユアン,特定施設入居者生活介護（有料老人ホーム（サービス付き高齢者向け住宅））,茨城県筑西市八丁台463番地,,36.325832695614270,139.973562728697200,0296-54-6192,0296-54-6194,8050005010222,社会福祉法人幸恵会,0872700851,,,0,nakadateen.com,,,,
092037,0970301149,栃木県,栃木市,ハーモネートハウス大平,ハーモネートハウスオオヒラ,特定施設入居者生活介護（有料老人ホーム（サービス付き高齢者向け住宅））,栃木県栃木市大平町富田5-230,,36.335851957304170,139.704017468204970,0282-45-2233,0282-43-8828,8060001005737,株式会社ハルプ・エンタープライズ,0970301149,,,0,http://halp.co.jp,,,,
